id,nombre,bodega,varietal,descripcion,precio_unitario,precio_caja,botellas_caja,imagen_url,categoria,activo
178,Animal Organic,Animal Organic,Criolla,"Corte: 100% Criolla Alcohol: 11,5% Lugar de Elaboración: Tupungato Crianza: Crianza en inox. Elaboracion: Maceracion en frio por 2 dias, Fermentacion en tanques inox a 16-18C Final de fermantacion en blanco",11440,65208,6,/imagenes/animal-criolla-64d11467f6054afc4d17591068954169.jpg,,TRUE
179,Animal Organic,Animal Organic,Malbec,"El origen de las uvas con las que se elaboran los vinos Ánimal sobresale como uno de los rasgos distintivos que caracterizan a estas etiquetas. Desde su creación hasta la actualidad, Ernesto Catena condujo un trabajo muy interesante sobre los viñedos, buscando acercarse cada vez más hacia las prácticas biodinámicas y creando un Malbec Orgánico. Este Malbec se produjo a partir de uvas provenientes de Agrelo, Altamira, La Consulta y Tupungato, plantadas en terroirs orgánicos, a una altura promedio de 1.130 metros sobre el nivel del mar, en la provincia de Mendoza. Bajo la conducción directa del winemaker Bernardo Bossi, se estableció un cuidadoso manejo de la fruta, desde la primera etapa de crecimiento hasta el momento de la cosecha, que se llevó a cabo en forma manual.",11154,63578,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
180,Animal Organic,Animal Organic,Rosé,"Se caracteriza por su frescura y equilibrio, elaborado con uvas Malbec provenientes de viñedos ubicados en el Valle de Uco, en la región vitivinícola de Mendoza, Argentina. Su color rosado brillante y su aroma frutal aportan una experiencia sensorial única. En boca, ofrece una combinación de sabores frutales, como frutillas y cerezas, con toques florales. Su acidez balanceada y su final suave lo convierten en una opción versátil para maridar con una variedad de platos, desde ensaladas hasta carnes blancas y pescados. Corte: 100% Malbec Alcohol: 13% Lugar de Elaboración: Los Arboles, Tunuyán",10582,60317,6,/imagenes/animal-rosado-af24e5a536cca0045f17591067942501.jpg,,TRUE
181,Be My Hippie Love,Be My Hippie Love,Criolla Blanco,"REGIÓN: Mendoza, Vista Flores BODEGA: Ernesto Catena Vineyards VARIETAL: Criolla ENÓLOGO: Ernesto Catena ALCOHOL: 12.2% Presenta un encantador tono rubí que seduce a la vista, invitando a explorar sus matices. Aromas cautivadores que evocan recuerdos de melón maduro y delicadas flores blancas, con un toque fresco de hierbas que despiertan los sentidos. En el paladar, My Hippie Love Criolla Tinto despliega una intensidad de sabor sorprendente, mientras su cuerpo ligero lo hace irresistible. Experimenta una explosión de frutas frescas y notas florales que te envuelven en una experiencia única y jugosa.",9152,52166,6,/imagenes/septima-obra-ch-1-510x510-4c8cfb0fffd0c2c75617597165768158.jpg,,TRUE
182,Be My Hippie Love,Be My Hippie Love,Criolla Tinta,"PRODUCTOR Wine is Art TIPO Tinto Ligero VARIEDAD Criolla VOLUMEN 750 ml CORTE 100% Criolla ALCOHOL 13,80% LUGAR DE ELABORACIÓN La Consulta, Valle de Uco, Provincia de Mendoza, Argentina.",9295,52982,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
183,Alma Negra Tinto,Domaine Almanegra,Blend,"Alma Negra Tinto es sin dudas un vino especial. La estética de su botella, la calidad de su composición y el misterio que envuelve su corte no divulgado, lo convierten en un vino fantástico para una cena especial y esperada. Sugerimos acompañarlo con lomo regado por salsa de hongos. Temperatura de Servicio: 16°C - 18°C.Enólogo de una cuarta generación e hijo mayor de Nicolás Catena, Ernesto se presenta actualmente como el lado vanguardista de esta notable familia de bodegueros argentinos. Ernesto Catena Vineyards encarna la búsqueda de una sutil combinación entre los conocimientos más tradicionales y los descubrimientos más sorprendentes. Tal es así que los vinos de Ernesto Catena están netamente orientados a la vitivinicultura biodinámica, cada vez más afianzada en todo el mundo.",24096,137344,6,/imagenes/alma-negra-ok1-53e24bd90d13307cf716149602366378-480-0-db7a0404e75735c1c217577114368307.jpg,,TRUE
184,Alma Negra Blanco,Domaine Almanegra,Blend,"Alma Negra es sin dudas un vino especial. La estética de su botella, la calidad de su composición y el misterio que envuelve su corte no divulgado, lo convierten en un vino fantástico para una cena especial y esperada. Sugerimos acompañarlo con pescados, suhi y quesos blandos. Enólogo de una cuarta generación e hijo mayor de Nicolás Catena, Ernesto se presenta actualmente como el lado vanguardista de esta notable familia de bodegueros argentinos. Ernesto Catena Vineyards encarna la búsqueda de una sutil combinación entre los conocimientos más tradicionales y los descubrimientos más sorprendentes. Tal es así que los vinos de Ernesto Catena están netamente orientados a la vitivinicultura biodinámica, cada vez más afianzada en todo el mundo.",22880,137280,6,/imagenes/alma-ne1-7df4127cd0ff24ecbf16154077592885-480-0-eaaaa4c8728dd650b317577114654844.jpg,,TRUE
185,Tikal Natural,Ernesto Catena,Blend,"Composición: 60% Malbec 40% Syrah. Tiene un hermoso color granada y aroma a cerezas frescas. En boca es fresco y animado con frambuesa negro y notas especiadas mocha. Tikal Natural es un vino orgánico hecho de uvas biodinámicas, cultivadas en viñedos a más de 1000 metros de altura sobre el nivel del mar en Mendoza.",17238,98257,6,/imagenes/tikal-f768eff86c0fceafa117528408903206-480-0-cd0bf04445c0164d8617577117228275.jpg,,TRUE
186,Tikal Corazon,Ernesto Catena,Blend,"Corte de variedades que provienen de distintas localidades de Lujan de Cuyo: Cabernet Franc (Perdriel), Cabernet Sauvignon (Dique Cipolletti), Malbec (Ugarteche). Fermentado con levaduras indígenas. Una parte del corte ha sido criado en vasijas de concreto, y otra parte en barricas de roble frances por un periodo de 13 meses. Es un vino potente y de taninos bien presentes.",35750,203775,6,/imagenes/tikal-corazon-blend-e30774d755852b1f4a17591061448072.jpg,,TRUE
187,Tikal Jubilo,Ernesto Catena,Blend,"Corte: 50% Cabernet Sauvignon - 50% Malbec Alcohol: 14,4% Lugar de Elaboración: Valle de Uco, Altamira, Vista Flores, La Consulta Altura (S.N.M): 1082 Crianza: Regimen del roble: 12 meses en 70% frances nuevo y 30% en segundo uso de barricas francesas",27885,158945,6,/imagenes/tikal-jubilo-c6a192d4eba32e98a417591072083334.jpg,,TRUE
188,Tikal Patriota,Ernesto Catena,Blend,"Corte: 60% Bonarda - 40% Malbec Alcohol: 14,5% Lugar de Elaboración: Rivadavia, La consulta, Vista Flores Altura (S.N.M): 865 Crianza: 70% roble frances (40% nuevo) y 30% segundo uso de barricas americanas Elaboracion, Metodo de cosecha: Manual",22880,130416,6,/imagenes/tikal-patriota-cccd0dcddb94b7477f17591065822420.jpg,,TRUE
189,Tikal Amorio,Ernesto Catena,Malbec,"Corte: 100% Malbec Alcohol: 14,4% Lugar de Elaboración: Valle de Uco, Altamira, Gualtallary Altura (S.N.M): 960 Crianza en roble: 12 meses en 60% frances nuevo y 40% segundo uso de barricas francesas",25025,150150,6,/imagenes/tikal-amorio-9112d2e499ba31a22f17591069277859.jpg,,TRUE
190,Padrillos Trifecta,Finca de los Padrillos,Blend de Blancas,"Padrillos Trifecta Blanco, nacido de una selecciónde uvas de los viñedos más altos de la Cordillera.",6149,35049,6,/imagenes/trifecta1-5f7d0b13d35b256b5616154072457668-480-0-383ba039c844ad9d4f17577115426925.jpg,,TRUE
191,Padrillos,Finca de los Padrillos,Malbec,"Padrillos es la etiqueta inicial que sumerge al consumidor en el mundo de Ernesto Catena Vineyards. Este ejemplar, delicado y sobresaliente en el segmento, fue elaborado con uvas plantadas en diferentes terroirs mendocinos: 40% Vista Flores; 30% La Consulta, y 30% Altamira. En promedio, se trata de viñedos de 16 años de edad, con suelos franco arenosos, ubicados a una altitud promedio de 1.100 metros sobre el nivel del mar. La cosecha se realizó en forma manual, durante los primeros días de abril.Se llevó a cabo un envejecimiento durante 6 meses. 65% del vino se crió en barricas de roble francés, mientras que para el 35% restante se utilizó roble americano (24% nuevo)",7150,40755,6,/imagenes/padrillos-malbec.jpg,,TRUE
192,Padrillos,Finca de los Padrillos,Pinot Noir,"Cosecha Segunda quincena de febrero. Manual, en cajas de 20 kg. Fermentación Uso de levaduras seleccionadas, maceracio´n prefermentativa en prensa con nieve carbo´nica durante 4 horas. Fermentacio´n alcoho´lica de 25 di´as a temperatura entre los 13o C y 15o C. No se realiza fermentacio´n malola´ctica. Productor: Ernesto Catena Vineyards Tipo: Tinto Variedad: Pinot Noir Corte: 100% Pinot Noir Alcohol: 13,8% Lugar de elaboración: Gualtallary, Tupungato. Provincia de Mendoza, Argentina. M. S. N. M 1300 Crianza: 90% Roble francés - 10% Roble americano (Primer uso). Tiempo en barricas: 10 meses. Elaboración: Cosecha manual: Manual, selección de racimos en bodega, tanque cargado por gravedad para preservar las bayas. Fermentación: 24 días con levaduras seleccionadas. Temp. máx. 28° C 4 días. Maceración: Fría a 8° C . Filtración: No.",7293,41570,6,/imagenes/padrillos-pinot-21-84629d94562e6bcc7516155702564786-480-0-2d55d78b8435011d2e17577115739323.jpg,,TRUE
193,Padrillos,Finca de los Padrillos,Rosé,"Este vino rosado de Ernesto Catena es fresco, frutado y delicado, un vino ideal para tomar como aperitivo. La bodega Ernesto Catena, como caracteristica particular. no especifica la veriedad de uva utilizada en este vino y en otros de su autoría, aunque en off se dice que es un blend de pinot noir y malbec.",6149,35049,6,/imagenes/diseno-sin-titulo-16-66fc69969d6c44886117692771027225.jpg,,TRUE
194,Jardin Enchanté,Jardin Enchanté,Rosé,,20020,114114,6,,,TRUE
195,Mara,Mara de Uco,Bonarda,"Mara Bonarda (Mara de Uco) es un vino que representa la genuina expresión de la variedad Bonarda cultivada en los suelos privilegiados de la región de Uco, Mendoza. Esta cepa se destaca por su carácter frutal y su estructura equilibrada, ideal para quienes buscan una experiencia auténtica y sofisticada en cada copa. Viñedo: Crece en viñedos situados a más de 1.000 metros sobre el nivel del mar, donde el clima continental favorece la concentración de aromas y sabores. La cosecha es cuidadosamente manual, asegurando la selección óptima de racimos. Vinificación: Se realiza una maceración controlada para extraer el máximo carácter varietal, seguida de una fermentación a temperaturas moderadas en tanques de acero inoxidable que garantiza frescura y balance. Degustación: En nariz ofrece notas intensas a frutos rojos maduros y un delicado toque de especias. En boca es suave, con taninos redondos y una acidez refrescante que invita a continuar disfrutando. Ideal para maridar con carnes asadas, pastas con salsas ricas y quesos semiduros. Descubra la elegancia y versatilidad de Mara Bonarda de Uco, un vino que destaca la riqueza del terroir mendocino.",13584,77430,6,/imagenes/mara-bonarda-05bba45a394b19372c17606620260605.jpg,,TRUE
196,Mara,Mara de Uco,Cabernet Franc,"La Mara es uno de los mamíferos más endémicos de Sudamerica , tiene un compromiso sorprendente con su propia especie al grado de permanecer con la misma pareja toda la vida para asegurar la reproducción y cuidar su entorno natural. Mara Cabernet Franc es un vino de producción sustentable respetando los ciclos de la naturaleza y su entorno, el nombre tiene que ver con la forma de vida de la Mara.",16445,93737,6,/imagenes/mara-cabernet-franc1-0c759cb5989ed4edfc16106491040586-480-0-997881c4e927bc68e817577118470378.jpg,,TRUE
197,Mara,Mara de Uco,Merlot,"Un Merlot suave y aterciopelado, con toques de ciruelas y especias.",13657,77842,6,/imagenes/mara-merlot-6b596127f7c8dac8a017566967896065.jpg,,TRUE
198,Mara,Mara de Uco,Petit Verdot,"Presenta un color rojo granate intenso y brillante. En nariz es muy expresivo y complejo. Destacan los frutos rojos maduros, notas especiadas y aromas a flores silvestres. En boca es carnoso y de mucho carácter. Los taninos persistentes, junto a su frescura y las notas picantes y mentoladas, llenan la boca. PRODUCTOR Wine is Art TIPO Tinto VARIEDAD Petit Verdot VOLUMEN 750 ml CORTE 100% Petit Verdot ALCOHOL 13,40% LUGAR DE ELABORACIÓN La Consulta, San Carlos. Provincia de Mendoza, Argentina. CRIANZA / BARRICADO 50% francés, 50% americano. Siendo el 10% de primer uso, el 70% de segundo y tercer uso. Y el 20% restante del vino sin paso por madera.",13728,78250,6,/imagenes/mara-petit-verdot-e06086dbbc0560086a17597180001864.jpg,,TRUE
199,Mara,Mara de Uco,Pinot Noir,"Mara Pinot Noir está elaborado con uvas de Río Negro, Patagonia, donde muchos afirman que es el lugar que mejor se adaptó esta cepa en nuestro país. Con una producción limitada, representa la sedosidad y elegancia de un varietal muy delicado. PRODUCTOR Wine is Art TIPO Tinto ligero VARIEDAD Pinot Noir VOLUMEN 750 ml CORTE 100% Pinot Noir LUGAR DE ELABORACIÓNPatagonia. Provincia de Río Negro, Argentina.",15730,89661,6,/imagenes/mara-pinot-noir-b7fdeacdd63b32a39217597179193349.jpg,,TRUE
200,Mara,Mara de Uco,Semillon,"Semillón mendocino de viñas antiguas en muchas etiquetas; miel, cera y flor blanca, con acidez que sostiene el final.",13584,77430,6,/imagenes/mara-semillon-accbc3d8826e42378917566964682572.jpg,,TRUE
201,"Toscana, Italia",On the Road,E80,,34320,195624,6,,,TRUE
202,On the Road Patagonia,On the Road,Malbec,"Presenta aromas a ciruelas y cerezas negras maduras. En boca es carnoso, suave, con taninos sutiles y las mismas notas frutales de nariz, además de su marcada acidez. Se bebe ligeramente fresco. Corte: 100% Malbec Alcohol: 13,20% Lugar de Elaboracion: Tunuyan, Vista Flores, Mendoza Crianza: 8 meses 75% en barricones de 500lts de roble frances de sexto uso, 25% en anforas de cemento ELABORACIÓN Vino natural. Fermentación de 15 días en tanques de acero inoxidable. Sin agregados de productos químicos de ningún tipo. También se evitan los procedimientos que puedan quitarle elementos al vino (como el filtrado).",22165,126341,6,/imagenes/on-the-road-malbec-9400060a9e95107e2c17591080516254.jpg,,TRUE
203,On the Road Patagonia,On the Road,Merlot,"Un Merlot suave y aterciopelado, con toques de ciruelas y especias. Corte: 100% Merlot Alcohol: 14% Lugar de Elaboración: Alto Valle, Provincia de Rio Negro Crianza: 12 meses, 80% en barricas de roble frances, 10% en barricas nuevas y 70% en barricas de segundo y tercer uso. Un 20% sin barricas",20735,118190,6,/imagenes/on-the-road-merlot-dddff73447378a449717591078929665.jpg,,TRUE
204,On the Road Patagonia,On the Road,Pinot Noir,"Pinot Noir de zonas frescas con cerezas, frutillas y flores. Textura sedosa y acidez filosa. Corte: 100% Pinot Noir Alcohol: 13,10% Lugar de Elaboración: Alto Valle, Rio Negro Crianza: 12 meses, 80% en barricas de roble Frances, 10% en barricas nuevas y 70% en barricas de segundo y tercer uso. Un 20% sin barricas Elaboración: Fermentacion en piletas de ecemento durante 14 dias",21450,122265,6,/imagenes/on-the-road-pinot-b4483c300345f08dff17591079255938.jpg,,TRUE
205,"Toscana, Italia",On the Road,SR69,,34320,195624,6,,,TRUE
206,Tatú,Tatú,Cabernet Sauvignon,,9796,55834,6,,,TRUE
207,Tatú,Tatú,Chardonnay,,9653,55019,6,,,TRUE
208,Tatú,Tatú,Criolla,,10725,61133,6,,,TRUE
209,Tatú,Tatú,Syrah,,9724,55427,6,,,TRUE
210,Saint Felicien,Catena Zapata,"Cabernet Sauvignon, Cabernet Franc, Malbec","Saint Felicien Cabernet Sauvignon es un vino elegante y complejo, de color rojo rubí profundo. Se perciben en este vino aromas a frutas rojas, como cerezas y ciruelas maduras, junto a fragancias especiadas, tal como pimienta negra, y notas suaves de eucaliptus. En la boca resulta un vino complejo, de buen cuerpo y estructura, taninos suaves, maduros y excelente longitud e intensidad. En el final de boca aparecen delicados sabores tostados y a vainilla. Ficha tecnica: Alcohol: 13,7% Lugar de elaboración: Angelica, Lunlunta Altura (S.N.M): 860 Crianza: 16 meses en 90% roble frances (30% nuevo) y 10% roble americano nuevo ELABORACIÓN Fermentación: Levaduras seleccionadas, máx. temp. ferm. 27° C, durante 12 días, con 20 días de maceración. ENÓLOGO Alejandro Vigil PAÍS Argentina",9110,51929,6,/imagenes/saint-felicien-malbec.jpg,,TRUE
211,Tinto de San Pablo,Cru de MontaÅa,Cabernet Franc - Malbec,"San Pablo, Tunuyán, Mendoza: 1.470msnm Bodega Dominio de Montaña: Rodrigo Calderón Composición varietal: Cabernet Franc 85% – Malbec 15% Composición del suelo: Gravas Graduación alcohólica: 13.7º Crianza: 18 meses en Roble Francés – 12 meses en concreto",23563,134306,6,/imagenes/tinto-de-la-casa-a6140f013c87dfc2f017567838850606.jpg,,TRUE
212,Arcilla:1,Cru de MontaÅa,Cabernet Franc,,32625,185963,6,,,TRUE
213,Gravas de San Pablo,Cru de MontaÅa,Cabernet Franc,"San Pablo, Tunuyán, Mendoza: 1.470msnm Bodega Dominio de Montaña: Rodrigo Calderón Composición varietal: Cabernet Franc 85% – Malbec 15% Composición del suelo: Gravas Graduación alcohólica: 13.7º Crianza: 18 meses en Roble Francés – 12 meses en concreto",32625,185963,6,/imagenes/diseno-sin-titulo-2024-04-18t121514-814-56c2c5ff45912ea65217134533453170-1024-1024-1-9a79fcb7db712f2bcf17569504519587.jpg,,TRUE
214,Schistos Positivos,Cru de MontaÅa,Cabernet Franc,,32625,185963,6,,,TRUE
215,Cru de Gualtallary,Cru de MontaÅa,Malbec - Cabernet Franc,"Gualtallary es el sitio mas deseado para producir Malbec en Argentina, suelos calcáreos, un clima extremo y un cielo inmenso en un entorno de imponente belleza natural. El corte argentino moderno, de Malbec y Cabernet Franc de un viñedo en Gualtallary ¨el sitio mas deseado para producir Malbec en Argentina, suelos calcáreos, un clima extremo y un cielo inmenso en un entorno de imponente belleza natural ¨ . Fermentado y criado en roble bourguignon de 600LT durante 18 meses para luego pasar 12 meses en concreto y otros 24 meses en botella. De gran potencial de guarda gracias a su marcada acidez, mínimo agregado de sulfitos y filtrado leve. ¨En 2019 fuimos en búsqueda de esa viña capaz de ofrecernos un gran vino el cual reúna equilibrio entre lo salvaje del lugar y la fineza que pregonamos. Un vino que es una escultura, tallado naturalmente en cada planta en el sitio mas deseado de Gualtallary. Mi homenaje al Malbec.¨ Rodrigo Calderón",43428,247537,6,/imagenes/cru-gualtallary-malbec-cf-700baf6b0b21dc710317577058231242.jpg,,TRUE
216,Cru de San Pablo,Cru de MontaÅa,Cabernet Franc - Malbec,"San Pablo, Tunuyán, Mendoza: 1.470msnm Bodega Dominio de Montaña: Rodrigo Calderón Composición varietal: Cabernet Franc 85% – Malbec 15% Composición del suelo: Gravas Graduación alcohólica: 13.7º Crianza: 18 meses en Roble Francés – 12 meses en concreto",68875,392588,6,/imagenes/cru-de-san-pablo-1-2c148a97ad888fdb4617597175762397.jpg,,TRUE
217,Cru de Montaña,Cru de MontaÅa,Chardonnay,,68875,392588,6,/imagenes/cru-de-gualtallary-b0b1d29ffbbd4c90c717597176621986.jpg,,TRUE
218,Dias Perfectos,Cru de MontaÅa,Malbec,,23563,134306,6,,,TRUE
